Open,High,Low,Close,Volume,PreviousType
1.04976,1.0498,1.04968,1.04969,28,1
1.04976,1.0498,1.04968,1.04973,33,1
1.04976,1.0498,1.04968,1.04973,38,1
1.04976,1.0498,1.04968,1.04975,43,1
1.04976,1.0498,1.04968,1.04982,48,0
1.04976,1.04982,1.04968,1.04979,53,0
1.04976,1.04982,1.04968,1.04977,58,0
1.04976,1.04982,1.04968,1.04982,63,0
1.04976,1.04983,1.04983,1.04985,4,0
1.04983,1.04986,1.04981,1.04983,10,0
1.04983,1.04986,1.04981,1.04983,15,0
1.04983,1.04986,1.04981,1.04985,20,0
1.04983,1.04986,1.04981,1.04985,25,0
1.04983,1.04986,1.04981,1.04983,30,0
1.04983,1.04986,1.04978,1.0498,36,1
1.04983,1.04986,1.04977,1.04979,42,1
1.04983,1.04986,1.04977,1.04977,47,1
1.04983,1.04986,1.04976,1.04981,52,1
1.04983,1.04986,1.04976,1.04981,57,1
1.04983,1.04986,1.04976,1.04987,62,0
1.04983,1.04998,1.04976,1.04998,67,0
1.04983,1.04999,1.04976,1.05005,72,0
1.04983,1.05007,1.04976,1.04995,77,0
1.04983,1.05007,1.04976,1.04993,82,0
1.04983,1.05007,1.04976,1.04989,87,0
1.04983,1.05007,1.04976,1.04987,2,0
1.04987,1.04991,1.04987,1.04993,7,0
1.04987,1.04995,1.04987,1.04992,12,0
1.04987,1.04995,1.04984,1.04982,19,1
1.04987,1.04995,1.04976,1.04975,24,1
1.04987,1.04995,1.04972,1.04976,29,1
1.04987,1.04995,1.04972,1.04977,34,1
1.04987,1.04995,1.04972,1.04975,39,1
1.04987,1.04995,1.04972,1.04972,44,1
1.04987,1.04995,1.0497,1.0497,49,1
1.04987,1.04995,1.04967,1.04968,54,1
1.04987,1.04995,1.04966,1.04967,59,1
1.04987,1.04995,1.04961,1.04965,64,1
1.04987,1.04995,1.0496,1.04962,69,1
1.04987,1.04995,1.0496,1.04964,74,1
1.04987,1.04966,1.04965,1.04966,4,1
1.04966,1.04966,1.04964,1.04965,9,1
1.04966,1.04966,1.0496,1.04966,15,0
1.04966,1.04972,1.0496,1.04981,20,0
1.04966,1.04982,1.0496,1.04976,25,0
1.04966,1.04982,1.0496,1.04977,30,0
1.04966,1.04982,1.0496,1.04987,36,0
1.04966,1.0499,1.0496,1.04997,41,0
1.04966,1.04999,1.0496,1.05007,46,0
1.04966,1.05007,1.0496,1.0500099999999999,51,0
1.04966,1.05007,1.0496,1.04995,56,0
1.04966,1.05007,1.0496,1.04993,61,0
1.04966,1.05007,1.0496,1.04999,66,0
1.04966,1.05007,1.0496,1.04998,71,0
1.04966,1.05007,1.0496,1.04995,76,0
1.04966,1.05007,1.0496,1.04991,81,0
1.04966,1.05007,1.0496,1.04991,88,0
1.04966,1.05007,1.0496,1.04987,93,0
1.04966,1.05007,1.0496,1.04982,98,0
1.04966,1.05007,1.0496,1.04984,103,0
1.04966,1.05007,1.0496,1.04981,108,0
1.04966,1.05007,1.0496,1.0498,113,0
1.04966,1.05007,1.0496,1.04978,118,0
1.04966,1.05007,1.0496,1.04979,123,0
1.04966,1.05007,1.0496,1.0498,128,0
1.04966,1.05007,1.0496,1.04981,133,0
1.04966,1.05007,1.0496,1.04984,138,0
1.04966,1.05007,1.0496,1.04991,143,0
1.04966,1.05007,1.0496,1.0499,150,0
1.04966,1.05007,1.0496,1.0499,155,0
1.04966,1.05007,1.0496,1.05,2,0
1.05,1.05,1.04998,1.04999,7,1
1.05,1.05002,1.04998,1.05005,12,0
1.05,1.05007,1.04998,1.05004,17,0
1.05,1.0501,1.04998,1.0501,22,0
1.05,1.0501,1.04998,1.05006,27,0
1.05,1.0501,1.04998,1.0501,32,0
1.05,1.0501,1.04998,1.05009,37,0
1.05,1.0501,1.04998,1.05003,43,0
1.05,1.0501,1.04996,1.05,48,0
1.05,1.0501,1.04996,1.0500099999999999,53,0
1.05,1.0501,1.04996,1.05002,58,0
1.05,1.0501,1.04996,1.04999,1,1
1.04999,1.05,1.04998,1.04997,6,1
1.04999,1.05,1.0499,1.04989,11,1
1.04999,1.05,1.0498,1.04981,16,1
1.04999,1.05,1.0498,1.04982,21,1
1.04999,1.05,1.04979,1.04981,26,1
1.04999,1.05,1.04978,1.04981,31,1
1.04999,1.05,1.04978,1.04987,36,1
1.04999,1.05,1.04978,1.04983,41,1
1.04999,1.05,1.04978,1.04982,46,1
1.04999,1.05,1.04978,1.04977,51,1
1.04999,1.05,1.04977,1.04979,56,1
1.04999,1.05,1.04977,1.04978,61,1
1.04999,1.05,1.04971,1.04969,66,1
1.04999,1.05,1.04968,1.04968,71,1
1.04999,1.05,1.04967,1.04969,76,1
1.04999,1.05,1.04967,1.0497,81,1
1.04999,1.05,1.04967,1.04973,86,1
1.04999,1.05,1.04967,1.04969,91,1
1.04999,1.05,1.04967,1.04971,96,1
1.04999,1.05,1.04973,1.04974,3,1
1.04973,1.04976,1.04973,1.04976,8,0
1.04973,1.04983,1.04973,1.04986,13,0
1.04973,1.04988,1.04973,1.04986,18,0
1.04973,1.04988,1.04973,1.04985,23,0
1.04973,1.04988,1.04973,1.04986,28,0
1.04973,1.04988,1.04973,1.0498,33,0
1.04973,1.04988,1.04972,1.04971,39,1
1.04973,1.04988,1.0497,1.04971,44,1
1.04973,1.04988,1.0497,1.04971,50,1
1.04973,1.04988,1.0497,1.04972,55,1
1.04973,1.04988,1.0497,1.04976,62,0
1.04973,1.04988,1.0497,1.04973,69,0
1.04973,1.04988,1.0497,1.04971,73,1
1.04973,1.04988,1.0497,1.04971,75,1
1.04973,1.04988,1.04968,1.0497,78,1
1.04973,1.04988,1.04968,1.04971,80,1
1.04973,1.04988,1.04968,1.04971,82,1
1.04973,1.04988,1.04968,1.04972,84,1
1.04973,1.04988,1.04968,1.0497,87,1
